,움직임_1,움직임_0
2631,4.549,7.73
2632,4.298,7.056
2633,4.119,7.309
2634,4.205,7.627
2635,4.008,5.49
2636,4.214,5.281
2637,4.389,5.744
2638,4.307,4.751
2639,4.245,7.91
2640,4.223,4.734
2641,4.198,4.725
2642,4.124,5.713
2643,4.167,5.195
2644,6.826,4.834
2645,2.122,4.615
2646,4.461,5.123
2647,4.222,4.64
2648,4.267,5.045
2649,4.348,5.538
2650,4.188,4.553
2651,4.339,5.36
2652,4.178,7.455
2653,4.159,7.598
2654,4.254,6.086
2655,4.207,5.734
2656,4.321,8.37
2657,4.207,6.701
2658,4.221,7.474
2659,4.278,7.438
2660,4.143,7.125
2661,4.164,6.09
2662,4.248,6.04
2663,4.172,6.554
2664,4.316,5.868
2665,4.32,5.221
2666,4.206,4.748
2667,4.197,4.976
2668,4.211,5.103
2669,5.075,5.014
2670,4.707,4.741
2671,4.14,4.712
2672,4.576,5.273
2673,3.991,5.365
2674,4.29,4.689
2675,4.667,4.875
2676,4.412,4.786
2677,4.802,4.805
2678,4.445,4.689
2679,4.482,5.295
2680,4.266,5.676
2681,4.295,5.047
2682,4.266,4.766
2683,4.319,5.677
2684,4.458,4.691
2685,4.616,5.354
2686,4.394,5.311
2687,4.388,5.136
2688,4.426,5.472
2689,4.362,4.965
2690,4.504,5.19
2691,4.373,4.636
2692,4.327,4.731
2693,4.384,5.172
2694,4.664,5.408
2695,4.64,5.677
2696,4.347,5.08
2697,4.185,4.961
2698,4.059,5.897
2699,4.076,5.288
2700,4.263,5.437
2701,4.092,5.336
2702,4.133,5.034
2703,4.166,5.597
2704,4.221,5.655
2705,4.122,5.974
2706,4.237,5.485
2707,4.228,5.109
2708,4.254,5.559
2709,4.096,4.971
2710,4.283,4.997
2711,5.431,5.033
2712,4.079,4.966
2713,4.156,4.818
2714,4.201,7.394
2715,4.256,6.016
2716,3.999,6.27
2717,4.065,7.067
2718,4.034,6.398
2719,4.213,6.36
2720,4.419,6.756
2721,4.299,6.782
2722,4.033,6.123
2723,4.112,6.988
2724,4.275,6.325
2725,4.113,6.786
2726,4.331,7.082
2727,4.562,7.151
2728,4.245,7.16
2729,4.184,6.462
2730,4.256,6.66
2731,4.066,5.827
2732,4.125,6.568
2733,4.21,5.586
2734,4.034,6.862
2735,4.058,6.505
2736,4.37,8.219
2737,4.424,6.513
2738,4.006,6.25
2739,4.333,7.231
2740,4.072,8.818
2741,4.039,8.034
2742,4.33,7.302
2743,4.286,7.958
2744,4.104,7.497
2745,4.148,6.073
2746,4.2,5.233
2747,4.269,5.18
2748,4.068,5.465
2749,4.341,5.047
2750,4.292,4.998
2751,4.199,7.206
2752,4.274,5.641
2753,4.78,5.45
2754,4.943,6.008
2755,4.183,6.765
2756,5.984,6.693
2757,6.059,6.624
2758,5.298,5.93
2759,6.952,6.766
2760,5.027,6.696
2761,5.046,6.427
2762,4.22,5.904
2763,4.146,6.598
2764,4.523,6.557
2765,4.368,7.26
2766,4.307,6.77
2767,4.156,6.962
2768,4.133,7.44
2769,4.42,8.116
2770,4.412,6.088
2771,4.612,7.197
2772,4.612,8.824
2773,4.657,8.591
2774,4.402,7.557
2775,4.387,8.108
2776,4.235,8.93
2777,4.506,7.77
2778,4.166,8.067
2779,4.272,7.042
2780,4.294,6.983
2781,4.249,6.358
2782,4.587,6.07
2783,4.231,6.003
2784,4.289,6.664
2785,4.331,6.017
2786,4.404,6.376
2787,4.404,7.353
2788,4.462,8.583
2789,4.303,5.968
2790,4.622,5.459
2791,4.935,4.974
2792,4.881,5.105
2793,4.815,4.985
2794,4.693,5.178
2795,4.587,5.52
2796,4.376,5.163
2797,4.283,6.341
2798,4.446,4.932
2799,4.945,6.133
2800,6.876,5.151
2801,7.519,5.311
2802,4.468,5.314
2803,4.892,4.762
2804,4.731,5.014
2805,4.815,6.047
2806,4.388,6.119
2807,4.38,9.605
2808,4.313,8.856
2809,4.492,6.803
2810,4.765,5.358
2811,4.706,4.825
2812,4.434,4.826
2813,5.223,6.449
2814,4.216,6.663
2815,3.987,6.123
2816,3.959,5.628
2817,3.978,5.686
2818,3.978,5.695
2819,3.836,8.882
2820,3.746,6.617
2821,3.766,6.955
2822,3.784,7.118
2823,4.017,5.306
2824,3.779,4.818
2825,3.685,5.061
2826,3.792,4.55
2827,4.121,5.831
2828,3.598,8.668
2829,3.699,6.713
2830,3.947,8.67
2831,4.069,7.316
2832,3.993,6.366
2833,4.051,7.521
2834,3.853,6.112
2835,4.489,5.795
2836,5.595,5.452
2837,1.878,5.371
2838,6.169,5.962
2839,5.429,4.164
2840,5.804,3.686
2841,5.51,3.757
2842,5.624,5.793
2843,6.495,9.997
2844,6.69,9.581
2845,6.482,9.083
2846,5.156,6.872
2847,4.941,7.86
2848,5.287,7.227
2849,5.631,4.627
2850,5.347,3.78
2851,4.822,3.83
2852,4.984,3.719
2853,6.62,6.156
2854,5.119,7.555
2855,5.007,6.575
2856,5.1,5.442
2857,5.296,6.602
2858,5.148,7.604
2859,5.915,6.812
2860,6.122,6.861
2861,4.926,6.151
2862,4.872,6.602
2863,6.621,6.772
2864,6.473,8.654
2865,7.202,6.494
2866,4.202,6.901
2867,3.765,9.288
2868,4.082,6.796
2869,4.329,8.498
2870,3.843,6.821
2871,4.116,6.831
2872,4.012,6.428
2873,4.028,6.58
2874,4.124,6.357
2875,4.038,7.409
2876,4.233,6.504
2877,4.05,6.207
2878,3.962,6.607
2879,4.019,6.447
2880,4.211,5.636
2881,4.241,6.78
2882,4.15,7.828
2883,4.192,4.965
2884,4.265,4.405
2885,4.236,4.49
2886,4.281,4.797
2887,4.275,5.145
2888,4.211,4.894
2889,5.19,4.91
2890,3.8,4.62
2891,3.789,4.353
2892,3.69,4.476
2893,3.704,4.41
2894,4.832,4.268
2895,5.4,4.15
2896,3.977,5.173
2897,3.874,5.305
2898,3.826,4.417
2899,3.819,4.24
2900,3.891,8.195
2901,3.867,6.906
2902,3.817,9.215
2903,3.824,9.149
2904,3.814,6.117
2905,3.824,5.543
2906,3.934,6.499
2907,4.014,9.385
2908,5.941,7.304
2909,4.553,8.21
2910,4.561,7.738
2911,4.769,7.698
2912,4.892,9.462
2913,4.806,8.349
2914,4.858,7.838
2915,4.741,8.586
2916,4.589,8.224
2917,4.736,7.938
2918,4.486,6.987
2919,4.491,9.934
2920,4.487,8.145
2921,4.473,9.044
2922,4.474,9.357
2923,4.673,9.854
2924,4.665,7.575
2925,4.999,9.567
2926,5.002,8.636
2927,4.596,8.603
2928,4.636,8.779
2929,4.622,8.304
2930,4.61,8.915
2931,4.613,9.078
2932,4.651,6.267
2933,4.598,6.383
2934,4.705,6.816
2935,5.333,6.466
2936,5.773,7.117
2937,3.993,6.085
2938,3.942,7.808
2939,3.774,6.358
2940,3.582,6.347
2941,3.628,6.473
2942,3.65,6.481
2943,3.783,6.372
2944,3.935,6.035
2945,4.031,8.728
2946,3.855,8.237
2947,3.958,5.263
2948,3.85,6.984
2949,5.037,5.563
2950,5.27,5.319
2951,4.786,9.287
2952,5.112,6.64
2953,4.62,8.439
2954,4.569,8.849
2955,4.847,8.765
2956,4.784,7.512
2957,3.729,6.662
2958,3.675,5.867
2959,3.628,6.856
2960,3.555,6.344
2961,3.528,6.635
2962,3.553,7.35
2963,3.552,6.265
2964,3.578,9.025
2965,3.504,6.809
2966,3.492,8.38
2967,3.504,5.684
2968,3.54,6.335
2969,3.54,8.48
2970,3.713,7.498
2971,3.729,9.35
2972,3.675,5.136
2973,3.605,7.14
2974,3.594,7.078
2975,3.57,7.558
2976,3.61,7.145
2977,3.66,6.831
2978,3.72,6.003
2979,3.691,6.016
2980,3.646,6.544
2981,3.648,6.977
2982,3.694,6.698
2983,3.653,5.194
2984,3.653,5.007
2985,3.631,5.541
2986,3.622,4.768
2987,3.678,5.296
2988,3.582,4.525
2989,3.628,4.765
2990,6.209,4.167
2991,5.365,4.954
2992,4.513,
2993,4.313,
2994,6.096,
2995,6.801,
2996,6.771,
2997,5.688,
2998,7.403,
2999,5.149,
3000,4.964,
3001,4.059,
3002,3.57,
3003,3.642,
3004,3.693,
3005,3.578,
3006,3.497,
3007,3.521,
3008,3.596,
3009,3.37,
3010,4.247,
3011,6.215,
3012,4.934,
3013,5.198,
3014,5.774,
3015,4.376,
3016,4.214,
3017,4.077,
3018,4.14,
3019,4.362,
3020,4.399,
3021,5.44,
3022,4.836,
3023,3.955,
3024,3.625,
3025,3.647,
3026,3.37,
3027,3.334,
3028,3.36,
3029,6.311,
3030,3.825,
3031,3.85,
3032,4.5,
3033,3.94,
3034,3.432,
3035,3.434,
3036,3.377,
3037,3.586,
3038,3.443,
3039,3.556,
3040,3.942,
3041,5.472,
3042,4.531,
3043,6.46,
3044,5.981,
3045,7.195,
3046,6.206,
3047,6.609,
3048,6.059,
3049,2.617,
3050,5.136,
3051,3.944,
3052,3.609,
3053,3.546,
3054,3.413,
3055,3.437,
3056,3.387,
3057,3.338,
3058,3.433,
3059,3.513,
3060,3.488,
3061,3.478,
3062,5.455,
3063,5.546,
3064,4.336,
3065,4.076,
3066,5.876,
3067,1.578,
3068,1.612,
3069,2.367,
3070,1.85,
3071,2.523,
3072,7.523,
3073,5.55,
3074,5.13,
3075,4.266,
3076,4.218,
3077,4.042,
3078,4.249,
3079,7.223,
3080,5.701,
3081,4.195,
3082,3.842,
3083,4.6,
3084,3.887,
3085,3.916,
3086,3.633,
3087,3.62,
3088,3.313,
3089,3.255,
3090,3.314,
3091,3.25,
3092,3.694,
3093,6.903,
3094,3.702,
3095,3.5,
3096,3.467,
3097,3.537,
3098,3.435,
3099,3.639,
3100,3.804,
3101,3.706,
3102,3.735,
3103,3.795,
3104,3.742,
3105,3.901,
3106,3.952,
3107,3.701,
3108,3.68,
3109,3.644,
3110,4.531,
3111,4.941,
3112,3.983,
3113,3.769,
3114,3.536,
3115,3.822,
3116,3.644,
3117,4.732,
3118,4.55,
3119,2.492,
3120,6.592,
3121,6.917,
3122,6.474,
3123,6.565,
3124,5.417,
3125,6.288,
3126,6.196,
3127,3.828,
3128,3.581,
3129,3.375,
3130,3.544,
3131,3.636,
3132,3.824,
3133,3.711,
3134,3.617,
3135,3.288,
3136,3.27,
3137,3.344,
3138,3.253,
3139,3.225,
3140,3.447,
3141,3.759,
3142,3.69,
3143,3.343,
3144,3.314,
3145,3.264,
3146,3.289,
3147,3.369,
3148,3.496,
